label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2
0,false causality,You know Jane Fonda’s exercise videos must be worth the money. Look at the great shape she’s in.,,,,,[],[],[],,,Logical Form: ((IsInGreatShape(JaneFonda) and WorthTheMoney(ExerciseVideos(JaneFonda))) and (WorthTheMoney(ExerciseVideos(JaneFonda)) and IsInGreatShape(JaneFonda))) and (IsInGreatShape(JaneFonda) and WorthTheMoney(ExerciseVideos(JaneFonda))),Logical Form: ((IsInGreatShape(JaneFonda) and WorthTheMoney(ExerciseVideos(JaneFonda))) and (WorthTheMoney(ExerciseVideos(JaneFonda)) and IsInGreatShape(JaneFonda))) and (IsInGreatShape(JaneFonda) and WorthTheMoney(ExerciseVideos(JaneFonda)))
0,fallacy of credibility,Albert Einstein was extremely impressed with this theory.,,,,,[],[],[],,,"Logical Form: (IsImpressed(AlbertEinstein, Theory) and IsExtremelyImpressed(AlbertEinstein, Theory))","Logical Form: (IsImpressed(AlbertEinstein, Theory) and IsExtremelyImpressed(AlbertEinstein, Theory))"
0,false causality,“I sneezed exactly at the same time the power went off. My sneeze must’ve done something to make the power go off. “,,,,,[],[],[],,,"Logical Form: ((Sneeze(x) and PowerWentOff(y) and AtSameTime(x, y)) and (DidSomethingToMakePowerGoOff(x))) and (Sneeze(z) and DidSomethingToMakePowerGoOff(z))","Logical Form: ((Sneeze(x) and PowerWentOff(y) and AtSameTime(x, y)) and (DidSomethingToMakePowerGoOff(x))) and (Sneeze(z) and DidSomethingToMakePowerGoOff(z))"
0,faulty generalization,"It’s getting late, and we still have to decide on the school budget. What do you say we just leave it as is and we can call it a night?",,,,,[],[],[],,,Logical Form: ((~IsLate() or ~HasToDecide(SchoolBudget)) and (Decide(SchoolBudget) and LeaveItAsIs())) and ~CallItANight()),Logical Form: ((~IsLate() or ~HasToDecide(SchoolBudget)) and (Decide(SchoolBudget) and LeaveItAsIs())) and ~CallItANight())
0,ad hominem,"Speaker 1 (Democrat): “Donald Trump is a known adulterer. It reflects badly on his character, and suggests he might not be trustworthy.”
Speaker 2 (Republican): “What about Bill Clinton? You didn’t seem to care when he cheated.”",,,,,[],[],[],,,Logical Form: ((KnownAdulterer(Trump) and ~Trustworthy(Trump)) and (ReflectsBadlyOnCharacter(Trump) and SuggestsMightNotBeTrustworthy(Trump))) and (KnownAdulterer(Clinton) and ~Trustworthy(Clinton)) and ~CaredAboutCheating(Clinton),Logical Form: ((KnownAdulterer(Trump) and ~Trustworthy(Trump)) and (ReflectsBadlyOnCharacter(Trump) and SuggestsMightNotBeTrustworthy(Trump))) and (KnownAdulterer(Clinton) and ~Trustworthy(Clinton)) and ~CaredAboutCheating(Clinton)
0,ad hominem,"I hope I presented my argument clearly.  Now, my opponent will attempt to refute my argument by his own fallacious, incoherent, illogical version of history.",,,,,[],[],[],,,((forall x (PresentedClearly(x) and Hope(x))) and (forall y (AttemptToRefute(y) and IsFallacious(y) and IsIncoherent(y) and IsIllogical(y)))) and (IsOpponent(y) and RefutesArgument(y)),((forall x (PresentedClearly(x) and Hope(x))) and (forall y (AttemptToRefute(y) and IsFallacious(y) and IsIncoherent(y) and IsIllogical(y)))) and (IsOpponent(y) and RefutesArgument(y))
0,false causality,"Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain.",,,,,[],[],[],,,Logical Form: ((forall x (SacrificingVirgins(x) and IsRaining(x))) and (forall y (SacrificingVirgins(y) and IsRaining(y)))),Logical Form: ((forall x (SacrificingVirgins(x) and IsRaining(x))) and (forall y (SacrificingVirgins(y) and IsRaining(y))))
0,ad hominem,"Salesman: This car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports.
Will: I doubt it—you obviously just want to sell me that car.
",,,,,[],[],[],,,"Logical Form: ((IsCar(c) and GetsBetterThanAverageGasMileage(c) and IsReliable(c)) and (IsSoldBy(s, c) and IsRecommendedByConsumerReports(c))) and (Doubts(w, IsSoldBy(s, c))) and (~WantsToSell(s, c))","Logical Form: ((IsCar(c) and GetsBetterThanAverageGasMileage(c) and IsReliable(c)) and (IsSoldBy(s, c) and IsRecommendedByConsumerReports(c))) and (Doubts(w, IsSoldBy(s, c))) and (~WantsToSell(s, c))"
0,fallacy of relevance,Labor unions in America are just as bad as Russia under Stalin!,,,,,[],[],[],,,Logical Form: (forall x (IsLaborUnionInAmerica(x) and IsBad(x))) and (forall y (IsLaborUnionInRussiaUnderStalin(y) and IsBad(y))) and (forall z (IsLaborUnionInAmerica(z) <and IsLaborUnionInRussiaUnderStalin(z))),Logical Form: (forall x (IsLaborUnionInAmerica(x) and IsBad(x))) and (forall y (IsLaborUnionInRussiaUnderStalin(y) and IsBad(y))) and (forall z (IsLaborUnionInAmerica(z) <and IsLaborUnionInRussiaUnderStalin(z)))
0,ad populum,"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?",,,,,[],[],[],,,Logical Form: (forall x (IsDrivingOverSpeedLimit(x) and ~GotTicket(x))) and ~GotTicket(I),Logical Form: (forall x (IsDrivingOverSpeedLimit(x) and ~GotTicket(x))) and ~GotTicket(I)
0,ad hominem,Why would you trust Paris Hilton to sell health food? She drinks and parties and has multiple partners.,,,,,[],[],[],,,Logical Form: ((forall x (IsTrustworthy(x) and SellsHealthFood(x))) and (IsParisHilton(ParisHilton) and (Drinks(ParisHilton) and Parties(ParisHilton) and HasMultiplePartners(ParisHilton)))) and ~Trusts(ParisHilton),Logical Form: ((forall x (IsTrustworthy(x) and SellsHealthFood(x))) and (IsParisHilton(ParisHilton) and (Drinks(ParisHilton) and Parties(ParisHilton) and HasMultiplePartners(ParisHilton)))) and ~Trusts(ParisHilton)
0,false causality,"“Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat. And I forgot to knock on wood with my lucky dice. That must be why I’m having such a bad day today. It’s bad luck.”",,,,,[],[],[],,,Logical Form: ((IsWalkingUnderLadder(x) and IsOpenUmbrella(x) and IsIndoors(x) and IsSpillingSalt(x) and IsInFrontOfBlackCat(x)) and ~IsLuckyDayToday) and (IsHavingBadDayToday and IsBadLuck) and (forall y (IsBadLuck(y) and IsHavingBadDay(y))),Logical Form: ((IsWalkingUnderLadder(x) and IsOpenUmbrella(x) and IsIndoors(x) and IsSpillingSalt(x) and IsInFrontOfBlackCat(x)) and ~IsLuckyDayToday) and (IsHavingBadDayToday and IsBadLuck) and (forall y (IsBadLuck(y) and IsHavingBadDay(y)))
0,faulty generalization,"A car makes less pollution than a bus. Therefore, cars are less of a pollution problem than buses",,,,,[],[],[],,,"Logical Form: ((forall x (MakesLessPollutionThan(x, Bus) and IsLessPollutionProblemThan(x, Bus))) and (forall y (IsCar(y) and MakesLessPollutionThan(y, Bus)))) and ((forall z (IsBus(z) and ~IsLessPollutionProblemThan(Bus, z))))","Logical Form: ((forall x (MakesLessPollutionThan(x, Bus) and IsLessPollutionProblemThan(x, Bus))) and (forall y (IsCar(y) and MakesLessPollutionThan(y, Bus)))) and ((forall z (IsBus(z) and ~IsLessPollutionProblemThan(Bus, z))))"
0,appeal to emotion,"Preys on people’s emotions and sensitivities, can turn into a slippery slope",,,,,[],[],[],,,Logical Form: ((forall x (PreysOnEmotions(x) and PreysOnSensitivities(x)) and CanTurnIntoSlipperySlope(x))),Logical Form: ((forall x (PreysOnEmotions(x) and PreysOnSensitivities(x)) and CanTurnIntoSlipperySlope(x)))
0,fallacy of logic,"Bats are mammals. Bats can fly. Pigs are also mammals, therefore pigs can fly.",,,,,[],[],[],,,Logical Form: ((forall x (IsBat(x) and IsMammal(x))) and (forall y (IsBat(y) and CanFly(y))) and (forall z (IsPig(z) and IsMammal(z)))) and (forall w (IsPig(w) and CanFly(w))),Logical Form: ((forall x (IsBat(x) and IsMammal(x))) and (forall y (IsBat(y) and CanFly(y))) and (forall z (IsPig(z) and IsMammal(z)))) and (forall w (IsPig(w) and CanFly(w)))
0,intentional,The Geo Metro is a superior car because it averages 43 miles per gallon.,,,,,[],[],[],,,"Logical Form: (AveragesMilesPerGallon(GeoMetro, 43) and SuperiorCar(GeoMetro))","Logical Form: (AveragesMilesPerGallon(GeoMetro, 43) and SuperiorCar(GeoMetro))"
0,fallacy of relevance,"“While you may have concerns about my votes about the environment, I can assure you that I am an open minded individual. What we should really discuss is my record on votes that expanded educational opportunities for all children.""",,,,,[],[],[],,,Logical Form: ((forall x (HasConcernsAboutVotes(x) and IsOpenMinded(x))) and (forall y (IsIndividual(y) and (IsOpenMinded(y) <and HasConcernsAboutVotes(y))))) and (forall z (IsRecordOnVotes(z) and ExpandsEducationalOpportunities(z) and forall w (IsChild(w) and IsEducationalOpportunityExpanded(w)))),Logical Form: ((forall x (HasConcernsAboutVotes(x) and IsOpenMinded(x))) and (forall y (IsIndividual(y) and (IsOpenMinded(y) <and HasConcernsAboutVotes(y))))) and (forall z (IsRecordOnVotes(z) and ExpandsEducationalOpportunities(z) and forall w (IsChild(w) and IsEducationalOpportunityExpanded(w))))
0,intentional,"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch.",,,,,[],[],[],,,Logical Form: ((forall x (IsFish(x) and (IsEasyToKeep(x) and IsInexpensive(x) and RequiresNoMaintenance(x)))) and (forall y (IsFish(y) and (IsPretty(y) and IsSoothingToWatch(y))))),Logical Form: ((forall x (IsFish(x) and (IsEasyToKeep(x) and IsInexpensive(x) and RequiresNoMaintenance(x)))) and (forall y (IsFish(y) and (IsPretty(y) and IsSoothingToWatch(y)))))
0,intentional,I am only slightly obese.  That is perfectly normal here in America.,,,,,[],[],[],,,Logical Form: (IsSlightlyObese(x) and IsNormalInAmerica(x)) and (forall y (IsSlightlyObese(y) and IsNormalInAmerica(y))),Logical Form: (IsSlightlyObese(x) and IsNormalInAmerica(x)) and (forall y (IsSlightlyObese(y) and IsNormalInAmerica(y)))
0,ad populum,"Most people think the world is flat, therefore it is flat.",,,,,[],[],[],,,Logical Form: ((forall x (IsPerson(x) and ThinksFlatWorld(x) and IsFlat(World))) and IsFlat(World)),Logical Form: ((forall x (IsPerson(x) and ThinksFlatWorld(x) and IsFlat(World))) and IsFlat(World))
0,appeal to emotion,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.,,,,,[],[],[],,,"Logical Form: ((forall x (SpentHoursOnProject(x, 150) and MissedPartiesThisQuarter(x) and NeedsPassingGrade(x))) and (Exists y (HasPassingGrade(y) and GavePassingGradeToMe(y))))","Logical Form: ((forall x (SpentHoursOnProject(x, 150) and MissedPartiesThisQuarter(x) and NeedsPassingGrade(x))) and (Exists y (HasPassingGrade(y) and GavePassingGradeToMe(y))))"
0,ad populum,"I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids.",,,,,[],[],[],,,Logical Form: ((forall x (HasIPhone(x) and FitsIn(x))) and (forall y (Is12YearsOld(y) and IsDaughter(y) and WantsToBuyIPhone(y)))) and (exists z (IsChildAtSchool(z) and HasIPhone(z))),Logical Form: ((forall x (HasIPhone(x) and FitsIn(x))) and (forall y (Is12YearsOld(y) and IsDaughter(y) and WantsToBuyIPhone(y)))) and (exists z (IsChildAtSchool(z) and HasIPhone(z)))
0,intentional,Kerry’s plan will raise taxes by at least $900 billion his first hundred days.,,,,,[],[],[],,,"Logical Form: (WillRaiseTaxes(Kerry'sPlan, 900Billion) and IsInFirstHundredDays(Kerry'sPlan)) and WillRaiseTaxes(Kerry'sPlan)","Logical Form: (WillRaiseTaxes(Kerry'sPlan, 900Billion) and IsInFirstHundredDays(Kerry'sPlan)) and WillRaiseTaxes(Kerry'sPlan)"
0,fallacy of extension,"If you told a person, ""I think we should all stay inside to bend the curve of COVID-19"" and they replied, ""so I guess you want people to lose their jobs then,"" what logical fallacy are they using?",,,,,[],[],[],,,"Logical Form: (forall x (Told(x, ""I think we should all stay inside to bend the curve of COVID-19"") and Replied(x, ""so I guess you want people to lose their jobs then"") and IsLogicalFallacy(x)))","Logical Form: (forall x (Told(x, ""I think we should all stay inside to bend the curve of COVID-19"") and Replied(x, ""so I guess you want people to lose their jobs then"") and IsLogicalFallacy(x)))"
0,appeal to emotion,"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.” I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills.",,,,,[],[],[],,,"Logical Form: ((forall x (IsPowerLine(x) and CausesCancer(x))) and (exists y (IsLittleBoyWithCancer(y) and LivesNearbyPowerLine(y, 20) and LooksIntoEyes(y) and HasWeakVoice(y)))) and (UrgeToVote(ForBill) <and (forall z (IsPowerLine(z) and ~ExistsMonkeysOnTreadmills(z))))","Logical Form: ((forall x (IsPowerLine(x) and CausesCancer(x))) and (exists y (IsLittleBoyWithCancer(y) and LivesNearbyPowerLine(y, 20) and LooksIntoEyes(y) and HasWeakVoice(y)))) and (UrgeToVote(ForBill) <and (forall z (IsPowerLine(z) and ~ExistsMonkeysOnTreadmills(z))))"
0,ad hominem,"Student: Hey, Professor Moore, we shouldn't have to read this book by Freud. Everyone knows he used cocaine.",,,,,[],[],[],,,Logical Form: ((forall x (IsFreud(x) and UsedCocaine(x))) and (forall y (IsStudent(y) and ~MustReadBook(y)))) and (exists z (IsFreud(z) and UsedCocaine(z))),Logical Form: ((forall x (IsFreud(x) and UsedCocaine(x))) and (forall y (IsStudent(y) and ~MustReadBook(y)))) and (exists z (IsFreud(z) and UsedCocaine(z)))
0,false causality,"Our house was burglarized right after that new family moved in next door. Therefore, that new family must have been involved.",,,,,[],[],[],,,Logical Form: ((forall x (MovedInNextDoor(x) and Involved(x))) and (Burglarized(OurHouse) and (exists y (NewFamily(y) and MovedInNextDoor(y))))) and (Involved(NewFamily))),Logical Form: ((forall x (MovedInNextDoor(x) and Involved(x))) and (Burglarized(OurHouse) and (exists y (NewFamily(y) and MovedInNextDoor(y))))) and (Involved(NewFamily)))
